"DATE","Year","Month","Day","Tmin","Tmax","Tmean","Prec"
1990-02-13 12:00:00,1990,2,13,3,7,5,NA
1990-02-14 12:00:00,1990,2,14,NA,NA,NA,NA
1990-02-15 12:00:00,1990,2,15,NA,NA,NA,NA
1990-02-16 12:00:00,1990,2,16,NA,NA,NA,NA
1990-02-17 12:00:00,1990,2,17,NA,NA,NA,NA
1990-02-18 12:00:00,1990,2,18,NA,NA,NA,NA
1990-02-19 12:00:00,1990,2,19,NA,NA,NA,NA
1990-02-20 12:00:00,1990,2,20,5.22222222222222,20,13.6666666666667,0
1990-02-21 12:00:00,1990,2,21,10,17,12.7222222222222,0
1990-02-22 12:00:00,1990,2,22,3,16,10.2777777777778,0
1990-02-23 12:00:00,1990,2,23,9,17,13.2222222222222,0
1990-02-24 12:00:00,1990,2,24,NA,NA,NA,NA
1990-02-25 12:00:00,1990,2,25,NA,NA,NA,NA
1990-02-26 12:00:00,1990,2,26,NA,NA,NA,NA
1990-02-27 12:00:00,1990,2,27,NA,NA,NA,NA
1990-02-28 12:00:00,1990,2,28,5,10.3888888888889,6.77777777777778,6.096
1990-03-01 12:00:00,1990,3,1,NA,NA,NA,NA
1990-03-02 12:00:00,1990,3,2,NA,NA,NA,NA
1990-03-03 12:00:00,1990,3,3,NA,NA,NA,NA
1990-03-04 12:00:00,1990,3,4,NA,NA,NA,NA
1990-03-05 12:00:00,1990,3,5,NA,NA,NA,NA
1990-03-06 12:00:00,1990,3,6,NA,NA,NA,NA
1990-03-07 12:00:00,1990,3,7,11,13,11.7777777777778,0
1990-03-08 12:00:00,1990,3,8,NA,NA,NA,NA
1990-03-09 12:00:00,1990,3,9,9,10,9.72222222222222,0
1990-03-10 12:00:00,1990,3,10,NA,NA,NA,NA
1990-03-11 12:00:00,1990,3,11,NA,NA,NA,NA
1990-03-12 12:00:00,1990,3,12,NA,NA,NA,NA
1990-03-13 12:00:00,1990,3,13,NA,NA,NA,NA
1990-03-14 12:00:00,1990,3,14,10,14,12,0
1990-03-15 12:00:00,1990,3,15,3,17,11.7777777777778,0
1990-03-16 12:00:00,1990,3,16,NA,NA,NA,NA
1990-03-17 12:00:00,1990,3,17,NA,NA,NA,NA
1990-03-18 12:00:00,1990,3,18,NA,NA,NA,NA
1990-03-19 12:00:00,1990,3,19,NA,NA,NA,NA
1990-03-20 12:00:00,1990,3,20,NA,NA,NA,NA
1990-03-21 12:00:00,1990,3,21,NA,NA,NA,NA
1990-03-22 12:00:00,1990,3,22,11,15,13,0
1990-03-23 12:00:00,1990,3,23,7,15,11.5,0
1990-03-24 12:00:00,1990,3,24,NA,NA,NA,NA
1990-03-25 12:00:00,1990,3,25,NA,NA,NA,NA
1990-03-26 12:00:00,1990,3,26,NA,NA,NA,NA
1990-03-27 12:00:00,1990,3,27,3,12,8.5,0
1990-03-28 12:00:00,1990,3,28,5,10,7.5,NA
1990-03-29 12:00:00,1990,3,29,7,14,10,0
1990-03-30 12:00:00,1990,3,30,5,16,11,0
1990-03-31 12:00:00,1990,3,31,NA,NA,NA,NA
1990-04-01 12:00:00,1990,4,1,NA,NA,NA,NA
1990-04-02 12:00:00,1990,4,2,NA,NA,NA,NA
1990-04-03 12:00:00,1990,4,3,NA,NA,NA,NA
1990-04-04 12:00:00,1990,4,4,NA,NA,NA,NA
1990-04-05 12:00:00,1990,4,5,0.999999999999998,10,5.72222222222222,0
1990-04-06 12:00:00,1990,4,6,0,14,9,0
1990-04-07 12:00:00,1990,4,7,NA,NA,NA,NA
1990-04-08 12:00:00,1990,4,8,NA,NA,NA,NA
1990-04-09 12:00:00,1990,4,9,2,13,8.5,0
1990-04-10 12:00:00,1990,4,10,3,13,8.77777777777778,0
1990-04-11 12:00:00,1990,4,11,NA,NA,NA,NA
1990-04-12 12:00:00,1990,4,12,NA,NA,NA,NA
1990-04-13 12:00:00,1990,4,13,NA,NA,NA,NA
1990-04-14 12:00:00,1990,4,14,NA,NA,NA,NA
1990-04-15 12:00:00,1990,4,15,NA,NA,NA,NA
1990-04-16 12:00:00,1990,4,16,NA,NA,NA,NA
1990-04-17 12:00:00,1990,4,17,NA,NA,NA,NA
1990-04-18 12:00:00,1990,4,18,NA,NA,NA,NA
1990-04-19 12:00:00,1990,4,19,3,14,9.27777777777778,0
1990-04-20 12:00:00,1990,4,20,NA,NA,NA,NA
1990-04-21 12:00:00,1990,4,21,NA,NA,NA,NA
1990-04-22 12:00:00,1990,4,22,NA,NA,NA,NA
1990-04-23 12:00:00,1990,4,23,NA,NA,NA,NA
1990-04-24 12:00:00,1990,4,24,NA,NA,NA,NA
1990-04-25 12:00:00,1990,4,25,NA,NA,NA,NA
1990-04-26 12:00:00,1990,4,26,NA,NA,NA,NA
1990-04-27 12:00:00,1990,4,27,NA,NA,NA,NA
1990-04-28 12:00:00,1990,4,28,NA,NA,NA,NA
1990-04-29 12:00:00,1990,4,29,NA,NA,NA,NA
1990-04-30 12:00:00,1990,4,30,NA,NA,NA,NA
1990-05-01 12:00:00,1990,5,1,NA,NA,NA,NA
1990-05-02 12:00:00,1990,5,2,NA,NA,NA,NA
1990-05-03 12:00:00,1990,5,3,NA,NA,NA,NA
1990-05-04 12:00:00,1990,5,4,13,26,20.7777777777778,0
1990-05-05 12:00:00,1990,5,5,NA,NA,NA,NA
1990-05-06 12:00:00,1990,5,6,NA,NA,NA,NA
1990-05-07 12:00:00,1990,5,7,NA,NA,NA,NA
1990-05-08 12:00:00,1990,5,8,NA,NA,NA,NA
1990-05-09 12:00:00,1990,5,9,14,20,16.7777777777778,NA
1990-05-10 12:00:00,1990,5,10,NA,NA,NA,NA
1990-05-11 12:00:00,1990,5,11,11,16,14,0
1990-05-12 12:00:00,1990,5,12,NA,NA,NA,NA
1990-05-13 12:00:00,1990,5,13,NA,NA,NA,NA
1990-05-14 12:00:00,1990,5,14,10,17,14,0
1990-05-15 12:00:00,1990,5,15,10,24,18.7777777777778,0
1990-05-16 12:00:00,1990,5,16,NA,NA,NA,NA
1990-05-17 12:00:00,1990,5,17,NA,NA,NA,NA
1990-05-18 12:00:00,1990,5,18,NA,NA,NA,NA
1990-05-19 12:00:00,1990,5,19,NA,NA,NA,NA
1990-05-20 12:00:00,1990,5,20,NA,NA,NA,NA
1990-05-21 12:00:00,1990,5,21,NA,NA,NA,NA
1990-05-22 12:00:00,1990,5,22,NA,NA,NA,NA
1990-05-23 12:00:00,1990,5,23,NA,NA,NA,NA
1990-05-24 12:00:00,1990,5,24,NA,NA,NA,NA
1990-05-25 12:00:00,1990,5,25,NA,NA,NA,NA
1990-05-26 12:00:00,1990,5,26,NA,NA,NA,NA
1990-05-27 12:00:00,1990,5,27,NA,NA,NA,NA
1990-05-28 12:00:00,1990,5,28,NA,NA,NA,NA
1990-05-29 12:00:00,1990,5,29,NA,NA,NA,NA
1990-05-30 12:00:00,1990,5,30,11,24,19.7777777777778,0
1990-05-31 12:00:00,1990,5,31,NA,NA,NA,NA
1990-06-01 12:00:00,1990,6,1,16,29,24.2777777777778,0
1990-06-02 12:00:00,1990,6,2,NA,NA,NA,NA
1990-06-03 12:00:00,1990,6,3,NA,NA,NA,NA
1990-06-04 12:00:00,1990,6,4,NA,NA,NA,NA
1990-06-05 12:00:00,1990,6,5,12,21,17.7777777777778,0
1990-06-06 12:00:00,1990,6,6,NA,NA,NA,NA
1990-06-07 12:00:00,1990,6,7,15,17,16.5,NA
1990-06-08 12:00:00,1990,6,8,11,17,14.2777777777778,0
1990-06-09 12:00:00,1990,6,9,NA,NA,NA,NA
1990-06-10 12:00:00,1990,6,10,NA,NA,NA,NA
1990-06-11 12:00:00,1990,6,11,NA,NA,NA,NA
1990-06-12 12:00:00,1990,6,12,NA,NA,NA,NA
1990-06-13 12:00:00,1990,6,13,14,18,16.5,0
1990-06-14 12:00:00,1990,6,14,NA,NA,NA,NA
1990-06-15 12:00:00,1990,6,15,NA,NA,NA,NA
1990-06-16 12:00:00,1990,6,16,NA,NA,NA,NA
1990-06-17 12:00:00,1990,6,17,NA,NA,NA,NA
1990-06-18 12:00:00,1990,6,18,NA,NA,NA,NA
1990-06-19 12:00:00,1990,6,19,NA,NA,NA,NA
1990-06-20 12:00:00,1990,6,20,NA,NA,NA,NA
1990-06-21 12:00:00,1990,6,21,NA,NA,NA,NA
1990-06-22 12:00:00,1990,6,22,NA,NA,NA,NA
1990-06-23 12:00:00,1990,6,23,NA,NA,NA,NA
1990-06-24 12:00:00,1990,6,24,NA,NA,NA,NA
1990-06-25 12:00:00,1990,6,25,18,27,23.2777777777778,0
1990-06-26 12:00:00,1990,6,26,NA,NA,NA,NA
1990-06-27 12:00:00,1990,6,27,21,26,24,NA
1990-06-28 12:00:00,1990,6,28,NA,NA,NA,NA
1990-06-29 12:00:00,1990,6,29,18,27,21.7777777777778,NA
1990-06-30 12:00:00,1990,6,30,NA,NA,NA,NA
1990-07-01 12:00:00,1990,7,1,NA,NA,NA,NA
1990-07-02 12:00:00,1990,7,2,14,20,18,0
1990-07-03 12:00:00,1990,7,3,NA,NA,NA,NA
1990-07-04 12:00:00,1990,7,4,12,22,17,0
1990-07-05 12:00:00,1990,7,5,NA,NA,NA,NA
1990-07-06 12:00:00,1990,7,6,12,15,13.5,0
1990-07-07 12:00:00,1990,7,7,NA,NA,NA,NA
1990-07-08 12:00:00,1990,7,8,NA,NA,NA,NA
1990-07-09 12:00:00,1990,7,9,14,20,17.5,0
1990-07-10 12:00:00,1990,7,10,NA,NA,NA,NA
1990-07-11 12:00:00,1990,7,11,14,21,17.5,0
1990-07-12 12:00:00,1990,7,12,NA,NA,NA,NA
1990-07-13 12:00:00,1990,7,13,NA,NA,NA,NA
1990-07-14 12:00:00,1990,7,14,NA,NA,NA,NA
1990-07-15 12:00:00,1990,7,15,NA,NA,NA,NA
1990-07-16 12:00:00,1990,7,16,15,29,24.2777777777778,0
1990-07-17 12:00:00,1990,7,17,15,21,17.2222222222222,0
1990-07-18 12:00:00,1990,7,18,13,17,14.5,0
1990-07-19 12:00:00,1990,7,19,NA,NA,NA,NA
1990-07-20 12:00:00,1990,7,20,14,29,24.5,0
1990-07-21 12:00:00,1990,7,21,NA,NA,NA,NA
1990-07-22 12:00:00,1990,7,22,NA,NA,NA,NA
1990-07-23 12:00:00,1990,7,23,12,20,16.7777777777778,0
1990-07-24 12:00:00,1990,7,24,NA,NA,NA,NA
1990-07-25 12:00:00,1990,7,25,14,17,15.7222222222222,0
1990-07-26 12:00:00,1990,7,26,11,25,20,0
1990-07-27 12:00:00,1990,7,27,16,28,23.5,0
1990-07-28 12:00:00,1990,7,28,NA,NA,NA,NA
1990-07-29 12:00:00,1990,7,29,NA,NA,NA,NA
1990-07-30 12:00:00,1990,7,30,14,29,23.5,0
1990-07-31 12:00:00,1990,7,31,NA,NA,NA,NA
1990-08-01 12:00:00,1990,8,1,18,32,26,0
1990-08-02 12:00:00,1990,8,2,18,32,26.2222222222222,0
1990-08-03 12:00:00,1990,8,3,19,33,27.5,0
1990-08-04 12:00:00,1990,8,4,NA,NA,NA,NA
1990-08-05 12:00:00,1990,8,5,NA,NA,NA,NA
1990-08-06 12:00:00,1990,8,6,14,22,18.2222222222222,0
1990-08-07 12:00:00,1990,8,7,12,19,15,NA
1990-08-08 12:00:00,1990,8,8,11,22,17.7777777777778,0
1990-08-09 12:00:00,1990,8,9,12,26,20.7777777777778,0
1990-08-10 12:00:00,1990,8,10,NA,NA,NA,NA
1990-08-11 12:00:00,1990,8,11,NA,NA,NA,NA
1990-08-12 12:00:00,1990,8,12,NA,NA,NA,NA
1990-08-13 12:00:00,1990,8,13,NA,NA,NA,NA
1990-08-14 12:00:00,1990,8,14,NA,NA,NA,NA
1990-08-15 12:00:00,1990,8,15,15,24,21,0
1990-08-16 12:00:00,1990,8,16,16,19,18.2222222222222,NA
1990-08-17 12:00:00,1990,8,17,11,20,16.2222222222222,0
1990-08-18 12:00:00,1990,8,18,NA,NA,NA,NA
1990-08-19 12:00:00,1990,8,19,NA,NA,NA,NA
1990-08-20 12:00:00,1990,8,20,NA,NA,NA,NA
1990-08-21 12:00:00,1990,8,21,12,17,15,0
1990-08-22 12:00:00,1990,8,22,11,19,16.2222222222222,0
1990-08-23 12:00:00,1990,8,23,17,22,20,0
1990-08-24 12:00:00,1990,8,24,14,27,21.7777777777778,0
1990-08-25 12:00:00,1990,8,25,NA,NA,NA,NA
1990-08-26 12:00:00,1990,8,26,NA,NA,NA,NA
1990-08-27 12:00:00,1990,8,27,16,27,22.2777777777778,0
1990-08-28 12:00:00,1990,8,28,15,28,23,0
1990-08-29 12:00:00,1990,8,29,15,28,22,0
1990-08-30 12:00:00,1990,8,30,19,21,20,0
1990-08-31 12:00:00,1990,8,31,11,14,12,NA
1990-09-01 12:00:00,1990,9,1,NA,NA,NA,NA
1990-09-02 12:00:00,1990,9,2,NA,NA,NA,NA
1990-09-03 12:00:00,1990,9,3,NA,NA,NA,NA
1990-09-04 12:00:00,1990,9,4,13,17,15,NA
1990-09-05 12:00:00,1990,9,5,8,18,13.5,0
1990-09-06 12:00:00,1990,9,6,12,17,15,0
1990-09-07 12:00:00,1990,9,7,10,15,12.5,0
1990-09-08 12:00:00,1990,9,8,NA,NA,NA,NA
1990-09-09 12:00:00,1990,9,9,NA,NA,NA,NA
1990-09-10 12:00:00,1990,9,10,10,15,12.7222222222222,NA
1990-09-11 12:00:00,1990,9,11,11,17,13.2222222222222,0
1990-09-12 12:00:00,1990,9,12,11,15,13,0
1990-09-13 12:00:00,1990,9,13,10,20,15.2777777777778,0
1990-09-14 12:00:00,1990,9,14,NA,NA,NA,NA
1990-09-15 12:00:00,1990,9,15,NA,NA,NA,NA
1990-09-16 12:00:00,1990,9,16,NA,NA,NA,NA
1990-09-17 12:00:00,1990,9,17,4,16,12,0
1990-09-18 12:00:00,1990,9,18,8,16,12.5,0
1990-09-19 12:00:00,1990,9,19,NA,NA,NA,NA
1990-09-20 12:00:00,1990,9,20,10,13,11.5,0
1990-09-21 12:00:00,1990,9,21,10,12,10.7222222222222,NA
1990-09-22 12:00:00,1990,9,22,NA,NA,NA,NA
1990-09-23 12:00:00,1990,9,23,NA,NA,NA,NA
1990-09-24 12:00:00,1990,9,24,9,14,11.7222222222222,0
1990-09-25 12:00:00,1990,9,25,8,13,11,0
1990-09-26 12:00:00,1990,9,26,9,13,11,0
1990-09-27 12:00:00,1990,9,27,7,13,11,0
1990-09-28 12:00:00,1990,9,28,6,18,13.5,0
1990-09-29 12:00:00,1990,9,29,NA,NA,NA,NA
1990-09-30 12:00:00,1990,9,30,NA,NA,NA,NA
1990-10-01 12:00:00,1990,10,1,12,15,13.2222222222222,0
1990-10-02 12:00:00,1990,10,2,10,15,13.5,0
1990-10-03 12:00:00,1990,10,3,NA,NA,NA,NA
1990-10-04 12:00:00,1990,10,4,NA,NA,NA,NA
1990-10-05 12:00:00,1990,10,5,8,15,12.2222222222222,0
1990-10-06 12:00:00,1990,10,6,NA,NA,NA,NA
1990-10-07 12:00:00,1990,10,7,NA,NA,NA,NA
1990-10-08 12:00:00,1990,10,8,6,10,7.77777777777778,0
1990-10-09 12:00:00,1990,10,9,5,15,10.7222222222222,0
1990-10-10 12:00:00,1990,10,10,9,16,13.2777777777778,0
1990-10-11 12:00:00,1990,10,11,NA,NA,NA,NA
1990-10-12 12:00:00,1990,10,12,8,21,15.7777777777778,0
1990-10-13 12:00:00,1990,10,13,NA,NA,NA,NA
1990-10-14 12:00:00,1990,10,14,NA,NA,NA,NA
1990-10-15 12:00:00,1990,10,15,NA,NA,NA,NA
1990-10-16 12:00:00,1990,10,16,16,19,17.5,NA
1990-10-17 12:00:00,1990,10,17,14,18,16,NA
1990-10-18 12:00:00,1990,10,18,13,16,14.2777777777778,0
1990-10-19 12:00:00,1990,10,19,11,18,15,0
1990-10-20 12:00:00,1990,10,20,NA,NA,NA,NA
1990-10-21 12:00:00,1990,10,21,NA,NA,NA,NA
1990-10-22 12:00:00,1990,10,22,4,12,8,0
1990-10-23 12:00:00,1990,10,23,4,12,8.22222222222222,0
1990-10-24 12:00:00,1990,10,24,4,16,10.2777777777778,0
1990-10-25 12:00:00,1990,10,25,7,14,11.2222222222222,0
1990-10-26 12:00:00,1990,10,26,9,12,10.5,NA
1990-10-27 12:00:00,1990,10,27,NA,NA,NA,NA
1990-10-28 12:00:00,1990,10,28,NA,NA,NA,NA
1990-10-29 12:00:00,1990,10,29,7,10,8.5,0
1990-10-30 12:00:00,1990,10,30,7,13,10,0
1990-10-31 12:00:00,1990,10,31,8,13,11,0
1990-11-01 12:00:00,1990,11,1,NA,NA,NA,NA
1990-11-02 12:00:00,1990,11,2,5,9,7.5,0
1990-11-03 12:00:00,1990,11,3,NA,NA,NA,NA
1990-11-04 12:00:00,1990,11,4,NA,NA,NA,NA
1990-11-05 12:00:00,1990,11,5,NA,NA,NA,NA
1990-11-06 12:00:00,1990,11,6,2,7,4.5,0
1990-11-07 12:00:00,1990,11,7,0.999999999999998,6,3.77777777777778,0
1990-11-08 12:00:00,1990,11,8,NA,NA,NA,NA
1990-11-09 12:00:00,1990,11,9,2,8,5.27777777777778,0
1990-11-10 12:00:00,1990,11,10,NA,NA,NA,NA
1990-11-11 12:00:00,1990,11,11,NA,NA,NA,NA
1990-11-12 12:00:00,1990,11,12,7,11,8.77777777777778,0
1990-11-13 12:00:00,1990,11,13,NA,NA,NA,NA
1990-11-14 12:00:00,1990,11,14,10,13,11,NA
1990-11-15 12:00:00,1990,11,15,7,9,8,NA
1990-11-16 12:00:00,1990,11,16,9,11,9.72222222222222,0
1990-11-17 12:00:00,1990,11,17,NA,NA,NA,NA
1990-11-18 12:00:00,1990,11,18,NA,NA,NA,NA
1990-11-19 12:00:00,1990,11,19,5,7,6.22222222222222,NA
1990-11-20 12:00:00,1990,11,20,7,8,7.72222222222222,NA
1990-11-21 12:00:00,1990,11,21,NA,NA,NA,NA
1990-11-22 12:00:00,1990,11,22,-2,6,3,0
1990-11-23 12:00:00,1990,11,23,-1,0,-0.499999999999999,NA
1990-11-24 12:00:00,1990,11,24,NA,NA,NA,NA
1990-11-25 12:00:00,1990,11,25,NA,NA,NA,NA
1990-11-26 12:00:00,1990,11,26,5,8,6.22222222222222,NA
1990-11-27 12:00:00,1990,11,27,2,8,5.27777777777778,0
1990-11-28 12:00:00,1990,11,28,4,5,4.22222222222222,0
1990-11-29 12:00:00,1990,11,29,3,5,3.77777777777778,0
1990-11-30 12:00:00,1990,11,30,2,4,3,0
1990-12-01 12:00:00,1990,12,1,NA,NA,NA,NA
1990-12-02 12:00:00,1990,12,2,NA,NA,NA,NA
1990-12-03 12:00:00,1990,12,3,4,5,4.5,0
1990-12-04 12:00:00,1990,12,4,5,7,5.72222222222222,0
1990-12-05 12:00:00,1990,12,5,0.999999999999998,5,2.77777777777778,0
1990-12-06 12:00:00,1990,12,6,NA,NA,NA,NA
1990-12-07 12:00:00,1990,12,7,NA,NA,NA,NA
1990-12-08 12:00:00,1990,12,8,NA,NA,NA,NA
1990-12-09 12:00:00,1990,12,9,NA,NA,NA,NA
1990-12-10 12:00:00,1990,12,10,-1,0.999999999999998,0,0
1990-12-11 12:00:00,1990,12,11,NA,NA,NA,NA
1990-12-12 12:00:00,1990,12,12,2,3,2.77777777777778,NA
1990-12-13 12:00:00,1990,12,13,3,4,3.77777777777778,0
1990-12-14 12:00:00,1990,12,14,NA,NA,2,0
1990-12-15 12:00:00,1990,12,15,NA,NA,NA,NA
1990-12-16 12:00:00,1990,12,16,NA,NA,NA,NA
1990-12-17 12:00:00,1990,12,17,0,0.999999999999998,0.499999999999999,0
1990-12-18 12:00:00,1990,12,18,-3,-1,-2,NA
1990-12-19 12:00:00,1990,12,19,NA,NA,-2,NA
1990-12-20 12:00:00,1990,12,20,NA,NA,NA,NA
1990-12-21 12:00:00,1990,12,21,4,6,4.72222222222222,0
1990-12-22 12:00:00,1990,12,22,NA,NA,NA,NA
1990-12-23 12:00:00,1990,12,23,NA,NA,NA,NA
1990-12-24 12:00:00,1990,12,24,NA,NA,NA,NA
1990-12-25 12:00:00,1990,12,25,NA,NA,NA,NA
1990-12-26 12:00:00,1990,12,26,NA,NA,NA,NA
1990-12-27 12:00:00,1990,12,27,NA,NA,NA,NA
1990-12-28 12:00:00,1990,12,28,2,5,3.77777777777778,NA
1990-12-29 12:00:00,1990,12,29,NA,NA,NA,NA
1990-12-30 12:00:00,1990,12,30,NA,NA,NA,NA
1990-12-31 12:00:00,1990,12,31,NA,NA,NA,NA
1991-01-01 12:00:00,1991,1,1,NA,NA,NA,NA
1991-01-02 12:00:00,1991,1,2,6,11,8.22222222222222,0
1991-01-03 12:00:00,1991,1,3,7,8,7.72222222222222,NA
1991-01-04 12:00:00,1991,1,4,5,7,6,NA
1991-01-05 12:00:00,1991,1,5,NA,NA,NA,NA
1991-01-06 12:00:00,1991,1,6,NA,NA,NA,NA
1991-01-07 12:00:00,1991,1,7,5,9,6.22222222222222,NA
1991-01-08 12:00:00,1991,1,8,7,9,7.77777777777778,0
1991-01-09 12:00:00,1991,1,9,NA,NA,NA,NA
1991-01-10 12:00:00,1991,1,10,NA,NA,NA,NA
1991-01-11 12:00:00,1991,1,11,6,8,7.5,NA
1991-01-12 12:00:00,1991,1,12,NA,NA,NA,NA
1991-01-13 12:00:00,1991,1,13,NA,NA,NA,NA
1991-01-14 12:00:00,1991,1,14,-2,3,0.722222222222221,0
1991-01-15 12:00:00,1991,1,15,NA,NA,NA,NA
1991-01-16 12:00:00,1991,1,16,-3,0.999999999999998,-1.22222222222222,0
1991-01-17 12:00:00,1991,1,17,-4,2,-0.777777777777777,0
1991-01-18 12:00:00,1991,1,18,NA,NA,NA,NA
1991-01-19 12:00:00,1991,1,19,NA,NA,NA,NA
1991-01-20 12:00:00,1991,1,20,NA,NA,NA,NA
1991-01-21 12:00:00,1991,1,21,3,5,4.27777777777778,NA
1991-01-22 12:00:00,1991,1,22,2,5,3.5,0
1991-01-23 12:00:00,1991,1,23,-1,2,0.722222222222221,0
1991-01-24 12:00:00,1991,1,24,-1,0.999999999999998,0.277777777777778,0
1991-01-25 12:00:00,1991,1,25,NA,NA,NA,NA
1991-01-26 12:00:00,1991,1,26,NA,NA,NA,NA
1991-01-27 12:00:00,1991,1,27,NA,NA,NA,NA
1991-01-28 12:00:00,1991,1,28,0.999999999999998,3,1.5,0
1991-01-29 12:00:00,1991,1,29,NA,NA,NA,NA
1991-01-30 12:00:00,1991,1,30,-5,0.999999999999998,-1.22222222222222,0
1991-01-31 12:00:00,1991,1,31,-7,0.999999999999998,-2.22222222222222,0
1991-02-01 12:00:00,1991,2,1,-9,-1,-5,0
1991-02-02 12:00:00,1991,2,2,NA,NA,NA,NA
1991-02-03 12:00:00,1991,2,3,NA,NA,NA,NA
1991-02-04 12:00:00,1991,2,4,-6,2,-2,0
1991-02-05 12:00:00,1991,2,5,NA,NA,NA,NA
1991-02-06 12:00:00,1991,2,6,-12,-11,-11.2777777777778,0
1991-02-07 12:00:00,1991,2,7,-16,-6,-11,0
1991-02-08 12:00:00,1991,2,8,NA,NA,NA,NA
1991-02-09 12:00:00,1991,2,9,NA,NA,NA,NA
1991-02-10 12:00:00,1991,2,10,NA,NA,NA,NA
1991-02-11 12:00:00,1991,2,11,NA,NA,NA,NA
1991-02-12 12:00:00,1991,2,12,NA,NA,NA,NA
1991-02-13 12:00:00,1991,2,13,-4,-1,-2.22222222222222,NA
1991-02-14 12:00:00,1991,2,14,NA,NA,NA,NA
1991-02-15 12:00:00,1991,2,15,-2,0,-0.722222222222223,0
1991-02-16 12:00:00,1991,2,16,NA,NA,NA,NA
1991-02-17 12:00:00,1991,2,17,NA,NA,NA,NA
1991-02-18 12:00:00,1991,2,18,-8,4,-0.722222222222223,0
1991-02-19 12:00:00,1991,2,19,-1,7,2.5,0
1991-02-20 12:00:00,1991,2,20,0,11,6,0
1991-02-21 12:00:00,1991,2,21,NA,NA,NA,NA
1991-02-22 12:00:00,1991,2,22,3,8,6.22222222222222,0
1991-02-23 12:00:00,1991,2,23,NA,NA,NA,NA
1991-02-24 12:00:00,1991,2,24,NA,NA,NA,NA
1991-02-25 12:00:00,1991,2,25,6,10,8,0
1991-02-26 12:00:00,1991,2,26,NA,NA,NA,NA
1991-02-27 12:00:00,1991,2,27,NA,NA,NA,NA
1991-02-28 12:00:00,1991,2,28,0.999999999999998,4,2,NA
1991-03-01 12:00:00,1991,3,1,0.999999999999998,10,5.5,0
1991-03-02 12:00:00,1991,3,2,NA,NA,NA,NA
1991-03-03 12:00:00,1991,3,3,NA,NA,NA,NA
1991-03-04 12:00:00,1991,3,4,0.999999999999998,7,3.77777777777778,0
1991-03-05 12:00:00,1991,3,5,5,9,6.72222222222222,NA
1991-03-06 12:00:00,1991,3,6,NA,NA,NA,NA
1991-03-07 12:00:00,1991,3,7,9,12,10.2777777777778,0
1991-03-08 12:00:00,1991,3,8,NA,NA,NA,NA
