"Treatment","Year","Month","Day","JDay","Tmin","Tmax"
1,2019,4,30,120,8.1605,22.36075
1,2019,5,1,121,2.45475,19.67125
1,2019,5,2,122,3.0205,21.5665
1,2019,5,3,123,5.90675,16.40275
1,2019,5,4,124,0.266,11.59175
1,2019,5,5,125,0.22875,14.031
1,2019,5,6,126,2.62975,13.56325
1,2019,5,7,127,3.19975,17.048
1,2019,5,8,128,2.515,14.04975
1,2019,5,9,129,6.3585,18.31175
1,2019,5,10,130,5.158,21.21525
1,2019,5,11,131,6.9635,15.37525
1,2019,5,12,132,2.90775,21.1535
1,2019,5,13,133,-0.40425,27.38025
1,2019,5,14,134,0.6915,24.5225
1,2019,5,15,135,-1.15075,28.02925
1,2019,5,16,136,1.4125,28.072
1,2019,5,17,137,7.3265,22.41275
1,2019,5,18,138,6.93025,28.63
1,2019,5,19,139,10.09725,28.80675
1,2019,5,20,140,10.58125,15.36475
1,2019,5,21,141,10.37425,12.01875
1,2019,5,22,142,7.61425,27.7065
1,2019,5,23,143,7.21911666666667,22.1580166666667
1,2019,5,24,144,8.17329333333333,22.759
1,2019,5,25,145,7.39410666666667,18.7901333333333
1,2019,5,26,146,7.76441,20.8076
1,2019,5,27,147,11.9567666666667,17.75575
1,2019,5,28,148,9.76505,15.7288166666667
1,2019,5,29,149,7.41113333333333,19.7460166666667
1,2019,5,30,150,7.91941,19.0700666666667
1,2019,5,31,151,10.2948,22.3621
1,2019,6,1,152,8.71028833333333,27.3138333333333
1,2019,6,2,153,13.05335,29.8966666666667
1,2019,6,3,154,16.2337166666667,26.2765166666667
1,2019,6,4,155,12.8352666666667,27.8542333333333
1,2019,6,5,156,15.8908833333333,27.9731666666667
2,2018,6,6,157,10.4548833333333,28.44935
2,2018,6,7,158,16.1753,25.9701166666667
2,2018,6,8,159,16.2672,21.9610666666667
2,2018,6,9,160,18.2822,25.5241833333333
2,2018,6,10,161,16.9892,23.72625
2,2018,6,11,162,15.4999333333333,21.5652
2,2018,6,12,163,13.98515,16.8583833333333
2,2018,6,13,164,7.88678833333333,16.6534833333333
2,2018,6,14,165,5.56875,20.76405
2,2018,6,15,166,14.3275166666667,22.4945833333333
2,2018,6,16,167,11.2463833333333,24.1857
2,2018,6,17,168,12.4327833333333,20.13155
2,2018,6,18,169,14.64115,21.2428666666667
2,2018,6,19,170,11.9830666666667,21.7011
2,2018,6,20,171,16.8509833333333,28.2672666666667
2,2018,6,21,172,9.97072333333333,19.4238666666667
2,2018,6,22,173,8.96877166666667,16.0341166666667
2,2018,6,23,174,8.89102166666667,17.29975
2,2018,6,24,175,10.1823,18.6331333333333
2,2018,6,25,176,12.0682833333333,19.9989166666667
2,2018,6,26,177,11.8425166666667,21.78665
2,2018,6,27,178,7.109265,25.3779333333333
2,2018,6,28,179,7.52171,26.6767166666667
2,2018,6,29,180,15.1020833333333,28.27915
2,2018,6,30,181,11.18075,28.0628
2,2018,7,1,182,13.2672,25.8553666666667
2,2018,7,2,183,9.119565,27.3617833333333
2,2018,7,3,184,7.99642666666666,29.2491833333333
2,2018,7,4,185,13.7927833333333,25.7848
2,2018,7,5,186,14.5747,24.7573833333333
2,2018,7,6,187,14.8671166666667,24.5133333333333
2,2018,7,7,188,12.0556333333333,25.7183
2,2018,7,8,189,11.28325,24.8697833333333
2,2018,7,9,190,14.1144166666667,23.1907666666667
2,2018,7,10,191,12.70795,17.6392
2,2018,7,11,192,11.6984,21.8083166666667
2,2018,7,12,193,15.4961,25.1354666666667
2,2018,7,13,194,14.4904,26.5469666666667
2,2018,7,14,195,12.4282666666667,26.9980166666667
2,2018,7,15,196,10.2530166666667,28.07455
2,2018,7,16,197,10.4432,29.33705
2,2018,7,17,198,13.4720166666667,27.9195166666667
2,2018,7,18,199,10.7407833333333,25.6846166666667
2,2018,7,19,200,10.229645,27.8504
2,2018,7,20,201,11.66565,28.45015
2,2018,7,21,202,14.7445333333333,26.6217833333333
2,2018,7,22,203,17.29885,26.9404833333333
2,2018,7,23,204,13.5003166666667,27.4002
2,2018,7,24,205,13.2896833333333,30.8883666666667
2,2018,7,25,206,15.4011333333333,30.8870833333333
2,2018,7,26,207,16.7525166666667,31.1541166666667
2,2018,7,27,208,15.5341666666667,31.1607833333333
2,2018,7,28,209,19.7765333333333,27.5428166666667
2,2018,7,29,210,14.6704,28.9664666666667
2,2018,7,30,211,15.2790666666667,29.9180166666667
2,2018,7,31,212,15.5941666666667,32.114593915781
2,2018,8,1,213,17.3546,25.57095
2,2018,8,2,214,13.6282833333333,29.2682666666667
2,2018,8,3,215,16.6632833333333,32.06795
2,2018,8,4,216,21.35355,31.81105
2,2018,8,5,217,16.0627,27.4264166666667
2,2018,8,6,218,11.6665833333333,29.38775
2,2018,8,7,219,13.8728666666667,31.5845166666667
2,2018,8,8,220,17.48615,25.7105666666667
2,2018,8,9,221,14.7362166666667,28.2251666666667
2,2018,8,10,222,10.5170716666667,22.4670166666667
2,2018,8,11,223,10.8113166666667,22.2855166666667
2,2018,8,12,224,8.35254,26.9140333333333
2,2018,8,13,225,12.6416,22.2650833333333
2,2018,8,14,226,15.7783333333333,22.3041
2,2018,8,15,227,15.5955666666667,23.3237833333333
2,2018,8,16,228,11.4161666666667,29.7537833333333
2,2018,8,17,229,12.1822666666667,21.1823666666667
2,2018,8,18,230,9.36737166666666,25.4256166666667
2,2018,8,19,231,10.61725,28.0796666666667
2,2018,8,20,232,15.4881166666667,22.7954
2,2018,8,21,233,16.7160666666667,26.6144333333333
2,2018,8,22,234,12.14325,29.4135166666667
2,2018,8,23,235,13.4027166666667,28.3679666666667
2,2018,8,24,236,13.8466166666667,19.9411666666667
2,2018,8,25,237,9.639675,17.1182
2,2018,8,26,238,4.27594,20.4241833333333
2,2018,8,27,239,12.48645,22.6114
2,2018,8,28,240,12.5550833333333,24.11715
2,2018,8,29,241,10.23705,26.3551666666667
2,2018,8,30,242,11.9165666666667,19.66425
2,2018,8,31,243,9.026145,20.1298833333333
2,2018,9,1,244,3.41136166666666,20.2318833333333
2,2018,9,2,245,3.90266,20.8236666666667
2,2018,9,3,246,14.86405,20.7721666666667
2,2018,9,4,247,14.9003166666667,26.5465666666667
2,2018,9,5,248,15.5391166666667,27.2383833333333
2,2018,9,6,249,15.9718333333333,20.3011
2,2018,9,7,250,11.1723166666667,17.8612666666667
2,2018,9,8,251,6.28366,21.97775
2,2018,9,9,252,8.46045833333333,24.9049666666667
2,2018,9,10,253,12.7367833333333,23.68415
2,2018,9,11,254,11.2165833333333,28.0080333333333
2,2018,9,12,255,10.5691166666667,26.4821166666667
2,2018,9,13,256,13.9909333333333,16.6039666666667
2,2018,9,14,257,7.31322333333333,21.0060833333333
2,2018,9,15,258,8.912515,20.4623333333333
2,2018,9,16,259,6.96450166666667,24.06445
2,2018,9,17,260,6.61012166666666,27.4132666666667
2,2018,9,18,261,13.8182166666667,31.3891166666667
2,2018,9,19,262,12.0755166666667,27.9616833333333
2,2018,9,20,263,12.2380166666667,26.99145
2,2018,9,21,264,13.11025,21.6862166666667
2,2018,9,22,265,10.6478666666667,17.4193166666667
2,2018,9,23,266,8.52941,14.08295
2,2018,9,24,267,6.92981,13.8692833333333
2,2018,9,25,268,1.571755,15.1278333333333
2,2018,9,26,269,2.404885,18.73005
2,2018,9,27,270,3.45354333333333,24.4023666666667
2,2018,9,28,271,4.06707333333334,12.1089166666667
2,2018,9,29,272,-0.547305500000004,16.2703333333333
2,2018,9,30,273,-0.00331678333333318,17.1994833333333
2,2018,10,1,274,6.98637166666667,12.3963333333333
2,2018,10,2,275,6.97475833333333,13.0008
2,2018,10,3,276,6.53337166666667,14.7574166666667
2,2018,10,4,277,3.87417333333333,18.0156166666667
2,2018,10,5,278,5.67495666666667,21.1763333333333
2,2018,10,6,279,8.585115,24.8362333333333
2,2018,10,7,280,6.10421,14.3790166666667
2,2018,10,8,281,2.35868833333333,16.8519833333333
2,2018,10,9,282,5.48788333333333,20.7318666666667
2,2018,10,10,283,6.36878333333333,22.51225
2,2018,10,11,284,10.7388333333333,21.1613166666667
2,2018,10,12,285,13.7296833333333,25.2036333333333
2,2018,10,13,286,14.6147,26.7642166666667
2,2018,10,14,287,13.1385833333333,25.5535
2,2018,10,15,288,9.26177166666667,25.9422
2,2018,10,16,289,6.62812333333333,24.7759666666667
2,2018,10,17,290,8.722365,23.0762333333333
2,2018,10,18,291,8.87666166666667,15.9724833333333
2,2018,10,19,292,5.97797833333333,16.3234166666667
2,2018,10,20,293,2.26745166666667,13.6636166666667
2,2018,10,21,294,-0.0345609999999992,15.8800333333333
2,2018,10,22,295,1.81078333333333,12.1615
2,2018,10,23,296,5.23472666666667,13.7156666666667
2,2018,10,24,297,12.1813166666667,14.1904
2,2018,10,25,298,10.1072666666667,12.2665
2,2018,10,26,299,6.44865833333333,10.8082666666667
2,2018,10,27,300,-0.228672166666669,7.71217166666667
2,2018,10,28,301,-0.425766499999995,6.46237833333333
2,2018,10,29,302,4.03656,6.26262833333333
2,2018,10,30,303,3.23724,8.40432166666666
2,2018,10,31,304,3.70197333333334,9.47877333333333
2,2018,11,1,305,5.31336666666667,10.3882883333333
2,2018,11,2,306,0.776583833333333,10.0545783333333
2,2018,11,3,307,-1.99526333333334,9.93788833333333
2,2018,11,4,308,-0.984350166666668,11.4483
2,2018,11,5,309,8.74504333333333,12.64745
2,2018,11,6,310,7.490045,15.7547166666667
2,2018,11,7,311,6.83477333333333,15.8743833333333
2,2018,11,8,312,3.753745,14.4421166666667
2,2018,11,9,313,5.66127666666667,14.8572666666667
2,2018,11,10,314,9.91908166666667,14.9689
2,2018,11,11,315,10.34625,14.3516
2,2018,11,12,316,9.998245,19.0708166666667
2,2018,11,13,317,7.809895,13.5515666666667
2,2018,11,14,318,4.12732666666667,11.4095166666667
2,2018,11,15,319,2.79852833333333,7.558455
2,2018,11,16,320,3.96402833333334,10.4361666666667
2,2018,11,17,321,-2.09500666666667,10.8510333333333
2,2018,11,18,322,-5.11637666666667,6.14204
2,2018,11,19,323,-4.18159500000001,7.541
2,2018,11,20,324,2.29575,7.0585
2,2018,11,21,325,1.7685,6.9715
2,2018,11,22,326,1.941,11.816
2,2018,11,23,327,1.3005,13.70825
2,2018,11,24,328,2.58625,8.00225
2,2018,11,25,329,3.2695,8.74575
2,2018,11,26,330,5.4675,7.4245
2,2018,11,27,331,1.89125,12.3365
2,2018,11,28,332,1.5655,9.198
2,2018,11,29,333,5.40025,7.2335
2,2018,11,30,334,6.3545,14.21825
2,2018,12,1,335,4.09075,14.67975
2,2018,12,2,336,8.2785,19.3645
2,2018,12,3,337,10.301,19.6565
2,2018,12,4,338,3.52625,15.69675
2,2018,12,5,339,2.43075,14.64325
2,2018,12,6,340,7.1615,15.00725
2,2018,12,7,341,7.09575,18.45
2,2018,12,8,342,5.7005,11.92525
2,2018,12,9,343,6.525,10.5295
2,2018,12,10,344,3.91475,11.09825
2,2018,12,11,345,2.62175,8.69975
2,2018,12,12,346,2.109,8.69325
2,2018,12,13,347,-0.40475,9.27425
2,2018,12,14,348,1.984,6.44975
2,2018,12,15,349,-0.448,4.0605
2,2018,12,16,350,0.26975,4.8935
2,2018,12,17,351,0.90975,10.121
2,2018,12,18,352,2.43175,11.11075
2,2018,12,19,353,3.7185,15.00425
2,2018,12,20,354,5.032,15.12975
2,2018,12,21,355,6.392,16.47525
2,2018,12,22,356,6.885,14.6725
2,2018,12,23,357,6.05775,9.83975
2,2018,12,24,358,1.744,10.25025
2,2018,12,25,359,0.629,11.27425
2,2018,12,26,360,-1.3515,10.3775
2,2018,12,27,361,0.48325,8.3795
2,2018,12,28,362,-0.44425,11.42875
2,2018,12,29,363,2.71625,8.09525
2,2018,12,30,364,5.98675,9.67325
2,2018,12,31,365,6.92,10.225
2,2019,1,1,1,4.96975,8.43625
2,2019,1,2,2,2.0845,9.02675
2,2019,1,3,3,1.18125,6.87975
2,2019,1,4,4,3.287,7.04875
2,2019,1,5,5,3.6305,7.21575
2,2019,1,6,6,4.812,8.073
2,2019,1,7,7,4.0595,9.466
2,2019,1,8,8,4.79975,10.292
2,2019,1,9,9,2.187,9.67025
2,2019,1,10,10,2.06325,7.3315
2,2019,1,11,11,2.229,6.44525
2,2019,1,12,12,4.69625,7.15975
2,2019,1,13,13,5.895,9.02575
2,2019,1,14,14,3.32975,10.4395
2,2019,1,15,15,2.257,9.91375
2,2019,1,16,16,3.67775,10.593
2,2019,1,17,17,2.77,12.72225
2,2019,1,18,18,0.524,11.22675
2,2019,1,19,19,-1.51375,9.01075
2,2019,1,20,20,-4.06775,8.76825
2,2019,1,21,21,-5.4025,8.8925
2,2019,1,22,22,-3.94425,5.687
2,2019,1,23,23,-0.745,4.4625
