"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
904,"Chill",-118,-0.0227483835656911,0.176120610033753,0.0837063258012582,0.279968657432398
905,"Chill",-117,0.044003583714781,0.210657881717253,0.17116937929434,0.376933148944129
906,"Chill",-116,0.111278220819502,0.768126662767084,0.151353892150501,0.363343888551608
907,"Chill",-115,-0.0265175903788011,0.287570451145664,0.158254133658148,0.360913104269725
908,"Chill",-114,0.0832032065706328,0.604700649204631,0.15368119454398,0.355019460551645
909,"Chill",-113,-0.0169884524978929,0.18786711424298,0.148853353157687,0.357483094196956
910,"Chill",-112,0.109121504330619,0.755013878672069,0.186650592578957,0.388073161231881
911,"Chill",-111,0.0536604312364846,0.41745112932493,0.187058387592441,0.380639790564028
912,"Chill",-110,-0.0915109341029651,0.472285486515083,0.212804764848767,0.409080614459426
913,"Chill",-109,0.00514970501990223,0.500044812558391,0.210036110505818,0.40269998156118
914,"Chill",-108,-0.0273171937441076,0.266583019145214,0.205181470261334,0.399838307804513
915,"Chill",-107,0.00593485089866665,0.248542316326556,0.192835486923573,0.39127920113196
916,"Chill",-106,0.0298102616518969,0.403800125410646,0.382263538740397,0.491167095405874
917,"Chill",-105,-0.00201367363050752,0.442425408039309,0.218364559962691,0.407468502224625
918,"Chill",-104,-0.108753963239326,0.673244547268304,0.342890272706557,0.474959601599792
919,"Chill",-103,0.200050815789498,1.21613616908003,0.251051962539726,0.427550250214057
920,"Chill",-102,0.050616786543475,0.505692818560335,0.261902463485057,0.424904841623302
921,"Chill",-101,0.10211694869052,0.698651892869639,0.32236963580696,0.453374056799969
922,"Chill",-100,0.0483380239842225,0.25260805017713,0.350438564589634,0.481950193490171
923,"Chill",-99,-0.0488951818591185,0.39534792139554,0.314146192863756,0.460208151397326
924,"Chill",-98,-0.024278524250637,0.49613160921825,0.31534928089443,0.457843482821516
925,"Chill",-97,-0.0850779425639694,0.672473231776305,0.366026776736262,0.475421118994892
926,"Chill",-96,-0.0798600187067803,0.656478269878201,0.385431170240142,0.479908362672033
927,"Chill",-95,0.00153205296799459,0.44933925180306,0.307986659997437,0.459739347883031
928,"Chill",-94,-0.0308532288544454,0.613536019499826,0.39252743950828,0.472038501205793
929,"Chill",-93,0.000448680944472133,0.341660007988021,0.269107004254456,0.436176700325478
930,"Chill",-92,0.119036467334405,0.985278262123112,0.408897990945877,0.480698976506549
1001,"Chill",-91,-0.0908788429969263,0.717201753417182,0.341640604689339,0.458535057371674
1002,"Chill",-90,-0.0136645229818385,0.787447301132953,0.5344048265601,0.49361722098638
1003,"Chill",-89,0.0755211056135316,0.280041666624737,0.364847203834496,0.470332380885956
1004,"Chill",-88,0.0402720675016522,0.840743540906381,0.407044468045248,0.481115161900919
1005,"Chill",-87,-0.074283580425846,1.0486487021348,0.526488529902594,0.502321671545743
1006,"Chill",-86,-0.0840817891056009,0.735817063029276,0.444344860500803,0.503445579382545
1007,"Chill",-85,-0.0494575089450703,0.596097369438119,0.397747291727538,0.48961648106975
1008,"Chill",-84,0.0991574253525371,0.557503284040354,0.5354190385863,0.506576024861673
1009,"Chill",-83,-0.184272974031765,1.14695036082199,0.460969795674887,0.474505041033854
1010,"Chill",-82,-0.0512303115562467,0.723884826780543,0.493079184517754,0.505450732649794
1011,"Chill",-81,-0.101843411372149,1.07788381914542,0.539001045603615,0.495924647806973
1012,"Chill",-80,0.0781944135407682,0.40962178143405,0.49568733970134,0.501302065570704
1013,"Chill",-79,0.0971323644949812,0.915143099475808,0.583964159369908,0.495696035779985
1014,"Chill",-78,0.0243805851914323,0.213231867549523,0.545094169051461,0.464879006576776
1015,"Chill",-77,-0.0790220357408894,1.43321420587247,0.605631892965105,0.478004272195089
1016,"Chill",-76,-0.0873977622605183,0.498788637246733,0.613976134326316,0.472630463998051
1017,"Chill",-75,0.125188769099279,1.06305264262865,0.57127218553268,0.484499757520684
1018,"Chill",-74,-0.0129809329049497,0.191585329348592,0.693358594107474,0.47650988661323
1019,"Chill",-73,0.0277906956320369,0.498174160734774,0.638152945658852,0.498176037778306
1020,"Chill",-72,0.0673757183241651,1.47890534301212,0.605529834298797,0.499608846412435
1021,"Chill",-71,-0.0075955769029102,0.258650095884461,0.617003032507116,0.478658805654535
1022,"Chill",-70,-0.050174512380085,0.542231197809725,0.590290776049632,0.491689798775291
1023,"Chill",-69,-0.0422570552170164,0.381081927562656,0.651891482389148,0.478197144969882
1024,"Chill",-68,0.269207672836246,2.15803255824617,0.696639986486964,0.467912607505242
1025,"Chill",-67,-0.0735549391332946,0.527561954220049,0.721333477050769,0.478670862386865
1026,"Chill",-66,0.023286118561187,1.17169596673579,0.662226444255312,0.467367095369934
1027,"Chill",-65,-0.0177846406237608,0.402491618908268,0.78746800665635,0.428517321672036
1028,"Chill",-64,0.136273647038837,1.04797030342163,0.564535436290726,0.493667273949231
1029,"Chill",-63,-0.223748788366804,1.54712017458269,0.750904731959215,0.421435206338822
1030,"Chill",-62,-0.0488980510187443,0.48001277768501,0.631854424661879,0.488951631285354
1031,"Chill",-61,0.0052129373318868,0.48204766282898,0.778044027002732,0.410689354075646
1101,"Chill",-60,0.0665086479401883,0.558708730390955,0.654035196877269,0.480976126286049
1102,"Chill",-59,0.0140574895347514,0.536037770836931,0.737048299256422,0.471280313635673
1103,"Chill",-58,-0.0281244556996158,0.876094007803523,0.646108308370888,0.509212682306091
1104,"Chill",-57,0.0396604154554174,0.220169721880963,0.833070287455984,0.385967416637853
1105,"Chill",-56,0.161402040217636,1.33201106955445,0.651933211983395,0.482317622817472
1106,"Chill",-55,-0.151596204404427,1.00091509341939,0.737094855650816,0.428106364584706
1107,"Chill",-54,-0.00133021324466409,0.247515707866751,0.727121942006566,0.442703546770232
1108,"Chill",-53,0.0565787335763386,0.417005895263792,0.767582979238841,0.446895491546635
1109,"Chill",-52,-0.178627595569435,1.01469853940876,0.673125216709596,0.480660404432573
1110,"Chill",-51,0.0197620906075192,0.417283294783425,0.871975689427647,0.320364376370986
1111,"Chill",-50,-0.009715840742851,0.583259336794766,0.719856296029448,0.420891265766104
1112,"Chill",-49,0.0247191895272158,0.765656098062936,0.721381484764152,0.473672608699808
1113,"Chill",-48,-0.0552485935695824,0.899669976767174,0.722876332928275,0.473019501945915
1114,"Chill",-47,0.0128759729503819,0.46721290772073,0.780423612082282,0.40647401715156
1115,"Chill",-46,-0.111211021928591,0.576708046801504,0.636847588057068,0.483577510217157
1116,"Chill",-45,0.0510640559045102,0.415139913470342,0.751375090312638,0.427801777685268
1117,"Chill",-44,-0.165555011253629,1.00389119696088,0.646298882984205,0.421302538270792
1118,"Chill",-43,-0.0211136154995595,0.417104066293498,0.772913051243265,0.496109789994279
1119,"Chill",-42,0.0170997701414413,0.250822596662614,0.815601707068999,0.45525448812379
1120,"Chill",-41,0.169575921748388,0.935085902431908,0.674616858358716,0.441418834457793
1121,"Chill",-40,-0.0596961460829595,0.230432628776956,0.657207337875585,0.502041935824902
1122,"Chill",-39,-0.053023741106987,0.593448644218723,0.579244988920721,0.482914986953428
1123,"Chill",-38,-0.0711837596704796,0.430975016631329,0.673887265425556,0.483474922342268
1124,"Chill",-37,0.0331198357031152,0.554099979125917,0.768174403526001,0.472098136800871
1125,"Chill",-36,0.0545367789508249,0.532040970876008,0.74781587114884,0.583703316258558
1126,"Chill",-35,-0.0219093712143512,0.718600260931949,0.66187749610071,0.516413874869544
1127,"Chill",-34,-0.0523988439260184,0.338635359893688,0.838435875754375,0.395249235712512
1128,"Chill",-33,0.075588272239682,0.631525834781846,0.651134639466058,0.457422947025957
1129,"Chill",-32,0.0560350219468284,0.48528228448063,0.65968022097222,0.456120780427079
1130,"Chill",-31,0.153093945622326,0.904089479802011,0.621332267922231,0.436462996347642
1201,"Chill",-30,-0.125945974477921,0.48603612731253,0.558922456370118,0.421690928497898
1202,"Chill",-29,0.109901410193887,0.815383407143616,0.699327092776122,0.539555146422289
1203,"Chill",-28,0.0586803267846445,0.623392331728637,0.722564818638409,0.445965536334048
1204,"Chill",-27,-0.0320142817354757,0.398635951924983,0.734308337340822,0.587443940496446
1205,"Chill",-26,-0.154214855920836,1.17826774355211,0.678235289297125,0.543131406110317
1206,"Chill",-25,-0.137993657208525,1.2489346857645,0.631536772554354,0.454887498536496
1207,"Chill",-24,0.0344331672126642,0.495897679232333,0.654140832629908,0.510807256363986
1208,"Chill",-23,0.152986779783666,0.935579877721131,0.666106565246464,0.451097046646429
1209,"Chill",-22,-0.0217151222109074,0.131002073153565,0.702588757092611,0.488236987935061
1210,"Chill",-21,-0.0119063462678911,0.14347122516587,0.618184439322503,0.587697695758622
1211,"Chill",-20,-0.106170855335443,1.04384005042237,0.602035255790555,0.491715405962409
1212,"Chill",-19,-0.204707895532262,1.53108404779624,0.613219316391139,0.499313120604369
1213,"Chill",-18,-0.166825331389697,0.694223932862867,0.722835883436609,0.622824621099652
1214,"Chill",-17,0.0876690215771625,0.940073078682371,0.546503933999973,0.577687463091484
1215,"Chill",-16,0.0456045720149368,0.572255077244719,0.711355475776595,0.574808668152992
1216,"Chill",-15,0.0366701518222965,0.470555772369959,0.629938997926123,0.676556945029071
1217,"Chill",-14,0.0239057907485259,0.43015356376589,0.587972564497528,0.563209617487731
1218,"Chill",-13,0.0410263741845203,0.253075734118079,0.628155528835725,0.565742492716111
1219,"Chill",-12,-0.241203662877956,1.99680215928324,0.665968327783976,0.533642891948915
1220,"Chill",-11,-0.084220648496514,1.17458914374152,0.697092085663222,0.532341110414796
1221,"Chill",-10,-0.0663112239827405,1.25834645007404,0.621296765779392,0.473380302287804
1222,"Chill",-9,-0.0294442880058276,0.381102889894375,0.727965760803088,0.621075314791194
1223,"Chill",-8,-0.0824082934722284,1.2454731091403,0.650951642851403,0.517809629570436
1224,"Chill",-7,0.146749256654228,1.06713615639647,0.613499284935537,0.617498375639718
1225,"Chill",-6,0.0149899071196317,0.510475543054341,0.668056557554035,0.756974363240872
1226,"Chill",-5,-0.229772938755394,1.33574306835051,0.532982550489227,0.499733425393259
1227,"Chill",-4,-0.123023272393739,0.827938893406632,0.61965418313967,0.500050500807558
1228,"Chill",-3,0.0770860064710734,0.627334978018107,0.519419709098868,0.551700748086488
1229,"Chill",-2,0.0300098032546744,0.212149933894454,0.574093188867024,0.550439222165253
1230,"Chill",-1,-0.0336574723441394,0.214200228546717,0.699001211476952,0.739664030450078
1231,"Chill",0,0.0416412459521633,0.654898404550538,0.562472604070787,0.61147817576399
101,"Chill",1,0.0262895568065585,0.126098548687134,0.62792192309798,0.596709272700685
102,"Chill",2,0.0844646847073986,0.479980569088359,0.600863079651283,0.597385506065088
103,"Chill",3,0.0128993381979586,0.797643431406194,0.530150573416751,0.47168962311748
104,"Chill",4,-0.0142235468023176,0.25259329161423,0.568017107344729,0.578874535442716
105,"Chill",5,-0.151230114858737,1.05612373092332,0.689431597581642,0.754330861139383
106,"Chill",6,-0.176858370036276,1.24233809068872,0.519876863971544,0.487123714286547
107,"Chill",7,-0.0511609237094136,0.646174489875601,0.674911986012426,0.661665122123591
108,"Chill",8,-0.157021205183725,0.929431600228434,0.576046521875016,0.757606232765743
109,"Chill",9,0.0506938328473674,0.417334306127161,0.680610672475908,0.788427381590888
110,"Chill",10,0.0746694286710581,0.873006638112386,0.498403040957093,0.509482235159707
111,"Chill",11,0.196345512775388,1.11379099012649,0.674327411217562,0.527663907012871
112,"Chill",12,-0.171574117509365,1.54995057160113,0.642038384696248,0.829217047644909
113,"Chill",13,-0.013133596512722,0.889123397831503,0.598622292933882,0.525083008338557
114,"Chill",14,-0.101931845467195,1.09021521131888,0.595187194033624,0.543055635680088
115,"Chill",15,-0.0595847369288528,0.866312065740102,0.586553101318966,0.464769453593272
116,"Chill",16,0.0645447355852474,0.46549654345455,0.511922784165041,0.44484995364377
117,"Chill",17,-0.132883493037685,1.13903215758301,0.644896740598867,0.72441005111644
118,"Chill",18,-0.0873429601081518,1.68357587670141,0.570753902468956,0.497740471963868
119,"Chill",19,-0.257975285601192,1.57139270284964,0.6017098099709,0.600915917121599
120,"Chill",20,-0.139424882985528,1.41760870513596,0.609150855761555,0.534279806591458
121,"Chill",21,0.0198652408281953,0.644757792073018,0.645309772695167,0.913039609508857
122,"Chill",22,0.0164395057635739,0.689103716925651,0.719574161406764,0.600562513088188
123,"Chill",23,0.0962027574500716,1.28504540538153,0.830391946047646,0.991535037831504
124,"Chill",24,0.00719208377073705,0.457953219470628,0.569716313112833,0.446163828061912
125,"Chill",25,-0.102781098666469,0.474475235426301,0.588731235624757,0.484982800782628
126,"Chill",26,-0.0326317169756646,0.558548931576032,0.52828108809338,0.433978269868286
127,"Chill",27,-0.033157230316325,0.435827427342916,0.726214097062594,0.66449711866104
128,"Chill",28,-0.039206557853217,0.917547111906117,0.694006281621027,0.683843279394263
129,"Chill",29,0.0215068222803342,0.736008945730804,0.723677788001211,0.591985929777682
130,"Chill",30,-0.0330352682361588,0.534141181674887,0.523165105126261,0.557457857495279
131,"Chill",31,-0.000882679522927021,0.28575183465137,0.649096460959853,0.667978296266173
201,"Chill",32,0.00171400276975078,0.272405070151277,0.554143826090632,0.458119444836722
202,"Chill",33,-0.0869900754642085,0.799532780652714,0.632747023138334,0.618676856146504
203,"Chill",34,-0.0510331055464257,0.484688755741181,0.749942513547568,0.566178820957769
204,"Chill",35,-0.0929168139802717,0.880829920411221,0.746391178572719,0.530322787550846
205,"Chill",36,-0.178928486574249,1.14188938834324,0.595384909346654,0.549813836635421
206,"Chill",37,0.0646848703457057,0.477130770552476,0.727025396081513,0.561947892366985
207,"Chill",38,0.0439504512060953,0.324080258952563,0.587764639181482,0.438972675538083
208,"Chill",39,-0.0205258836769485,0.284104075524775,0.70712713470747,0.742334466957137
209,"Chill",40,0.0724813330267033,0.714645778932627,0.629293081289819,0.593541584979615
210,"Chill",41,-0.172134554542415,1.60059069894381,0.615395503820186,0.492064390459102
211,"Chill",42,-0.00707785937708397,0.1806667404804,0.561444369091462,0.457849641582277
212,"Chill",43,0.00133143179711173,0.31450021296177,0.541068432152647,0.461203172616079
213,"Chill",44,-0.147156339559186,1.09659806546966,0.580882220378182,0.437322886195094
214,"Chill",45,-0.145104663121386,1.22068407264837,0.592966868962032,0.674997876167517
215,"Chill",46,-0.170822038379343,0.951853711357002,0.547322836424429,0.550505587338659
216,"Chill",47,-0.186699626851009,1.7474303218102,0.734584971416196,0.597763259415973
217,"Chill",48,-0.118783771921297,1.23258861317724,0.701967630453318,0.548223891699819
218,"Chill",49,-0.102074836404878,0.896263844922523,0.585727641709691,0.585261153010478
219,"Chill",50,0.0268425739962298,0.21916796164866,0.608621268607925,0.612464466109353
220,"Chill",51,0.00763761828541921,0.999405459190339,0.673088966518163,0.447011614060546
221,"Chill",52,-0.0615197085794044,0.400756783241302,0.764254884313099,0.664708968513551
222,"Chill",53,-0.0983750339232369,1.13346778497387,0.575762267085412,0.484893194796178
223,"Chill",54,0.121844921578143,0.671342833374007,0.610936024313245,0.558760489687062
224,"Chill",55,-0.201198294545903,1.00588761314216,0.69656791397186,0.584434622688336
225,"Chill",56,-0.104654431944102,1.6152676558129,0.640776407802536,0.502989789778366
226,"Chill",57,-0.197919397973672,1.1719436583982,0.753095641627745,0.730841989461842
227,"Chill",58,0.088071857863331,0.652027962729202,0.671485150184103,0.527685391805869
228,"Chill",59,-0.126900262332656,1.03297177374512,0.753584765603825,0.47219637633543
301,"Chill",60,0.198466489084761,1.0338160726944,0.674094559495878,0.491223242139929
302,"Chill",61,-0.0842309041086905,0.642563122135404,0.718702454200802,0.454670886138995
303,"Chill",62,-0.0813704185409045,0.517593520276836,0.702933325857836,0.534099228232503
304,"Chill",63,-0.0488264939175277,0.665335466030194,0.68444806142501,0.590302479458364
305,"Chill",64,0.142662005976165,0.651189936846934,0.683350460697484,0.568717562703985
306,"Chill",65,-0.109417937012627,0.790553657514704,0.750214063588306,0.419610464254747
307,"Chill",66,-0.0429579372973838,0.485582111252733,0.728766225265614,0.439766286826439
308,"Chill",67,0.0580192142563263,0.859880638071972,0.636745614221211,0.426627012204645
309,"Chill",68,0.086183898663368,0.921590359998032,0.774458643313921,0.441919125838273
310,"Chill",69,-0.19250155730819,0.899137999836521,0.769109085183019,0.53593220012212
311,"Chill",70,0.0490518989336767,0.446305437752484,0.768274466911739,0.458327665846615
312,"Chill",71,0.0840430107625929,0.468416204190306,0.58045755836313,0.460023175867099
313,"Chill",72,0.0235014501021301,0.492542893346551,0.743593436995361,0.446908027345389
314,"Chill",73,-0.0853068607717314,0.884956670818571,0.74687755529116,0.371756036176594
315,"Chill",74,0.022461558031404,0.249380802097375,0.717389170462293,0.482873603738955
316,"Chill",75,-0.0323256628153498,0.341806364279911,0.719949295253945,0.425871417733525
317,"Chill",76,0.124131930513335,1.05105098012406,0.725014086686093,0.434864367887871
318,"Chill",77,-0.012140472236986,0.666472870868818,0.715289989757073,0.472757193767749
319,"Chill",78,0.0455904757725005,0.648021351354675,0.693845958482459,0.443966815577205
320,"Chill",79,0.0350717728979539,0.377266746093611,0.696531386744894,0.476376283158634
321,"Chill",80,0.0697221445697755,0.576876533882279,0.705833650926704,0.452547090533183
322,"Chill",81,-0.0675092706027854,0.313897093826484,0.753418556304032,0.478572249289158
323,"Chill",82,-0.0641251623974742,0.676900991206511,0.691259018043745,0.448479938514913
324,"Chill",83,0.11530541284579,0.781101688068118,0.658832734584825,0.496113083612965
325,"Chill",84,-0.0359945444690073,0.441289744369234,0.68435831375231,0.445315510795647
326,"Chill",85,-0.0319898748999622,0.166535410202779,0.709023123055358,0.448067334195671
327,"Chill",86,-0.00860229515189801,0.181858458375724,0.63676493259334,0.456203586682067
328,"Chill",87,-0.0283171294526964,0.884380200701112,0.790678166599049,0.448514330794648
329,"Chill",88,0.162515589733837,0.784253479074711,0.598773952190502,0.468150480923195
330,"Chill",89,0.0940597401720206,0.923557887667597,0.708811207803602,0.493374598580459
331,"Chill",90,0.0844771994758312,1.42070549853897,0.606665658871468,0.45781323687019
401,"Chill",91,-0.0130045516116668,0.239767716335539,0.56242653826828,0.467540746464377
402,"Chill",92,0.0710831090005934,0.789399312188809,0.643340658274426,0.475538287850765
403,"Chill",93,0.0809400076062122,1.06515290722605,0.630428404798639,0.480368994490603
404,"Chill",94,-0.0553397157210139,0.243080650620993,0.751453220403404,0.413734949036771
405,"Chill",95,-0.204881516358644,1.03834854888393,0.5945419318006,0.496132209115909
406,"Chill",96,0.14608704285509,1.17239122789126,0.647798992148624,0.488945918464802
407,"Chill",97,0.119040300714013,0.879596094666394,0.670204461574626,0.462907677921456
408,"Chill",98,0.1635196079001,1.31354611796805,0.697950772099255,0.508258966464992
409,"Chill",99,0.0481534600415002,0.704656473920793,0.632899225172496,0.477603197911355
410,"Chill",100,0.0788354284329767,0.537551717417093,0.589295113345911,0.504511666790928
411,"Chill",101,0.00396170320719114,0.349467190036789,0.611835581666058,0.478570324127861
412,"Chill",102,0.121022880153057,1.14452378763998,0.732430747857461,0.456080247704486
413,"Chill",103,0.0643039120925156,0.336498588397677,0.597543821235051,0.461084034603951
414,"Chill",104,0.0298032390647975,0.490512172470151,0.74743184816819,0.454044135225315
415,"Chill",105,-0.0945483509064716,0.716632869203874,0.597110987399155,0.49119704205365
416,"Chill",106,0.035742777031214,0.158681811316949,0.5359664451944,0.511016366002096
417,"Chill",107,0.0987621242917721,0.727417832566128,0.598658706697611,0.480911071283746
418,"Chill",108,-0.158354158647186,1.63628840126887,0.649205519495892,0.478547783133286
419,"Chill",109,0.0753724669882978,0.636284527419309,0.468117922813429,0.475124545934476
420,"Chill",110,-0.0353777661845828,0.449492101196204,0.703932936418248,0.48660516756894
421,"Chill",111,0.0369797660647841,0.734974531392803,0.438023149355764,0.484573721104997
422,"Chill",112,-0.0164377934239588,0.494888573075784,0.548078784657435,0.50668732941455
423,"Chill",113,0.177442331422624,1.4405171397712,0.498654258911271,0.489664368367017
424,"Chill",114,-0.118114223003516,0.64938050933446,0.462101036092401,0.510401783932128
425,"Chill",115,-0.0473165329211815,0.536474817672887,0.391621546926723,0.481043438311597
426,"Chill",116,0.0815988667291778,1.25707247023943,0.606773895016463,0.511366580389526
427,"Chill",117,-0.0499706666405996,0.641150932000041,0.551684556380252,0.484949527304319
428,"Chill",118,0.0952371076977691,0.91972538554492,0.545489597241418,0.475655536303782
429,"Chill",119,0.0237353429292076,0.602436020351256,0.544608947077071,0.523784955247315
430,"Chill",120,0.0422165814096879,0.503947948322764,0.561457177260742,0.488675549670921
501,"Chill",121,0.164498931778071,1.22287898871668,0.471297348060527,0.513899597922617
502,"Chill",122,0.0273706750791453,0.42854200920273,0.448327530700333,0.464203912334648
503,"Chill",123,0.0368160379764149,0.766987818962799,0.403620197089276,0.473989450515394
504,"Chill",124,-0.0254296718426475,0.773968647999548,0.564398461342535,0.52489867792001
505,"Chill",125,-0.0427402023223682,0.607663367748752,0.247563736755222,0.424830603905686
506,"Chill",126,0.0623949925649305,0.530769840416514,0.502192137047518,0.510434279897186
507,"Chill",127,0.0478381919161137,0.49976139883194,0.338484512253088,0.471746689810248
508,"Chill",128,-0.0553675558939184,0.630175027270467,0.408695575028568,0.502063040089741
509,"Chill",129,0.0709040112341797,0.428767837408645,0.371754200713486,0.498311192061905
701,"Heat",-183,0.0118301096907382,0.772176513931519,306.433428152467,65.7722223785606
702,"Heat",-182,0.185342104518296,1.04784073762532,299.503864383559,58.6170367848688
703,"Heat",-181,0.0480531594219163,0.404030333107006,309.043698253858,63.2683705908059
704,"Heat",-180,-0.0671626311802826,0.756940430861645,314.582719330403,67.085847522244
705,"Heat",-179,-0.0148134904785816,0.517686522905094,322.263947518098,65.2307291695589
706,"Heat",-178,0.107029728051441,0.709998270901643,325.21480914135,64.4953646461633
707,"Heat",-177,-0.110130883451661,1.24535540172242,324.043823238458,59.7382799838931
708,"Heat",-176,-0.106409231989496,1.06744328837299,316.797502185376,60.7643524117117
709,"Heat",-175,0.0551753509751654,0.798663864632588,321.916650970432,64.171848761268
710,"Heat",-174,0.0495319179988513,0.632233937101211,318.599115992468,62.9241319610419
711,"Heat",-173,-0.0749010073552723,0.63703667469744,315.44328670737,67.6645748827416
712,"Heat",-172,-0.0188600056758085,0.352705909360143,325.711773738501,59.2833042309191
713,"Heat",-171,0.0571957264944413,0.548573998357653,329.144114024308,62.4061645247006
714,"Heat",-170,0.0126510514968626,0.3529497881208,323.861556149496,53.9493887655704
715,"Heat",-169,-0.0713490926178342,0.687339339361809,327.651365577839,67.0180631327574
716,"Heat",-168,0.00775483949313707,0.24887405604401,323.044896033018,67.2189063009799
717,"Heat",-167,0.100785918047676,0.532782123245033,322.93216436403,67.0455871295769
